Timestamp,Hazard_Type,Severity,Confidence,Latitude,Longitude
2026-09-05 23:38:21,Pothole,CRITICAL,0.93,16.180547,81.130504
2026-09-05 23:38:22,Pothole,CRITICAL,0.92,16.180778,81.131004
2026-09-05 23:38:23,Pothole,CRITICAL,0.92,16.180791,81.129688
2026-09-05 23:38:24,Pothole,CRITICAL,0.94,16.180992,81.130506
2026-09-05 23:44:18,Garbage,MODERATE,0.25,16.181372,81.130677
2026-09-05 23:44:19,Garbage,MODERATE,0.28,16.180258,81.130186
2026-09-05 23:44:20,Garbage,MODERATE,0.27,16.180878,81.130013
2026-09-05 23:44:22,Garbage,MODERATE,0.41,16.180953,81.13082
2026-09-05 23:44:23,Garbage,MODERATE,0.54,16.181533,81.129949
2026-09-05 23:44:24,Garbage,MODERATE,0.39,16.180687,81.130517
2026-09-05 23:44:26,Garbage,CRITICAL,0.27,16.181521,81.129955
2026-09-05 23:44:46,Garbage,MODERATE,0.29,16.180912,81.129667
2026-09-05 23:44:48,Garbage,MODERATE,0.26,16.180828,81.130301
2026-09-05 23:44:50,Garbage,CRITICAL,0.36,16.180644,81.129886
2026-09-05 23:45:04,Garbage,MODERATE,0.35,16.180335,81.130053
2026-09-05 23:45:05,Garbage,MODERATE,0.36,16.18089,81.130789
2026-09-05 23:45:06,Garbage,MODERATE,0.59,16.180648,81.129591
2026-09-05 23:45:07,Garbage,CRITICAL,0.69,16.180632,81.129621
2026-09-05 23:50:20,Garbage,CRITICAL,0.95,16.18106,81.129885
2026-09-05 23:50:21,Garbage,CRITICAL,0.95,16.181114,81.130381
2026-09-05 23:50:23,Garbage,MODERATE,0.75,16.181648,81.130983
2026-09-05 23:50:25,Garbage,MODERATE,0.54,16.181092,81.130933
2026-09-05 23:50:29,Garbage,MINOR,0.70,16.181018,81.129585
2026-09-05 23:50:31,Garbage,MODERATE,0.73,16.180566,81.129746
2026-09-05 23:50:47,Garbage,CRITICAL,0.95,16.181689,81.130245
2026-09-05 23:50:50,Garbage,MODERATE,0.74,16.181375,81.131044
2026-09-05 23:50:51,Garbage,CRITICAL,0.95,16.181096,81.130847
2026-09-05 23:50:52,Garbage,CRITICAL,0.95,16.180541,81.129578
2026-09-05 23:50:54,Garbage,CRITICAL,0.95,16.180616,81.130831
2026-09-05 23:50:56,Garbage,CRITICAL,0.77,16.180111,81.129752
2026-09-05 23:50:57,Garbage,CRITICAL,0.95,16.181355,81.130655
2026-09-05 23:50:58,Garbage,CRITICAL,0.95,16.181154,81.130473
2026-09-05 23:50:59,Garbage,CRITICAL,0.95,16.180596,81.130037
2026-09-05 23:51:01,Garbage,CRITICAL,0.95,16.18092,81.130816
2026-09-05 23:51:02,Garbage,CRITICAL,0.95,16.180352,81.130578
2026-09-05 23:51:03,Garbage,CRITICAL,0.95,16.180563,81.13086
2026-09-05 23:51:05,Garbage,CRITICAL,0.95,16.180365,81.130983
2026-09-05 23:51:09,Garbage,MODERATE,0.71,16.180184,81.130307
2026-09-05 23:53:12,Garbage,CRITICAL,0.96,16.181146,81.130414
2026-09-05 23:53:12,Garbage,CRITICAL,0.96,16.181419,81.129588
2026-09-05 23:53:14,Garbage,CRITICAL,0.96,16.180513,81.130747
2026-09-05 23:53:15,Garbage,CRITICAL,0.96,16.180818,81.130725
2026-09-05 23:53:17,Garbage,CRITICAL,0.79,16.181643,81.1309
2026-09-05 23:53:18,Garbage,CRITICAL,0.96,16.18083,81.130028
2026-09-05 23:53:19,Garbage,CRITICAL,0.96,16.181049,81.129814
2026-09-05 23:53:21,Garbage,CRITICAL,0.96,16.18149,81.130608
2026-09-05 23:53:22,Garbage,CRITICAL,0.96,16.180246,81.129868
2026-09-05 23:53:23,Garbage,CRITICAL,0.96,16.181106,81.129519
2026-09-05 23:53:25,Garbage,CRITICAL,0.96,16.180179,81.129859
2026-09-05 23:53:26,Garbage,CRITICAL,0.80,16.180373,81.130175
2026-09-05 23:53:27,Garbage,CRITICAL,0.96,16.180848,81.12975
2026-09-05 23:53:28,Garbage,CRITICAL,0.96,16.180267,81.130966
2026-09-05 23:53:30,Garbage,CRITICAL,0.96,16.18164,81.12977
2026-09-05 23:53:30,Garbage,CRITICAL,0.96,16.180397,81.130601
2026-09-05 23:53:32,Garbage,CRITICAL,0.96,16.181587,81.129921
2026-09-05 23:53:33,Garbage,CRITICAL,0.96,16.180671,81.130599
2026-09-05 23:53:34,Garbage,CRITICAL,0.96,16.181019,81.130593
2026-09-05 23:53:36,Garbage,CRITICAL,0.96,16.181052,81.1303
2026-09-05 23:53:37,Garbage,CRITICAL,0.96,16.180492,81.130143
2026-09-05 23:53:39,Pothole,MINOR,0.71,16.181695,81.130845
2026-09-05 23:53:40,Garbage,CRITICAL,0.96,16.180948,81.12962
2026-09-05 23:53:41,Garbage,CRITICAL,0.96,16.180875,81.130721
2026-09-05 23:53:43,Garbage,CRITICAL,0.96,16.181593,81.131097
2026-09-05 23:53:44,Garbage,CRITICAL,0.96,16.181573,81.130876
2026-09-05 23:53:47,Pothole,MINOR,0.71,16.181438,81.129799
2026-09-05 23:53:48,Garbage,CRITICAL,0.96,16.181512,81.131021
2026-09-05 23:53:49,Garbage,CRITICAL,0.96,16.180711,81.130787
2026-09-05 23:53:50,Garbage,CRITICAL,0.96,16.18111,81.130289
2026-09-05 23:53:52,Garbage,CRITICAL,0.96,16.181318,81.130688
2026-09-05 23:53:53,Garbage,CRITICAL,0.96,16.180536,81.129774
2026-09-05 23:57:04,Pothole,MODERATE,0.36,16.181131,81.12975
2026-09-05 23:57:05,Pothole,CRITICAL,0.79,16.181602,81.130919
2026-09-05 23:57:07,Pothole,CRITICAL,0.71,16.180948,81.130137
2026-09-05 23:57:08,Pothole,CRITICAL,0.83,16.180441,81.130334
2026-09-05 23:57:10,Pothole,MINOR,0.58,16.181098,81.129522
2026-09-05 23:59:06,Garbage,CRITICAL,0.92,16.180605,81.130986
2026-09-05 23:59:07,Pothole,CRITICAL,0.83,16.181139,81.130104
2026-09-05 23:59:09,Pothole,CRITICAL,0.84,16.180696,81.12983
2026-09-05 23:59:10,Pothole,CRITICAL,0.79,16.181255,81.130972
2026-09-05 23:59:11,Pothole,CRITICAL,0.83,16.181663,81.130242
2026-09-05 23:59:17,Garbage,CRITICAL,0.92,16.181498,81.130625
2026-09-05 23:59:21,Pothole,MODERATE,0.30,16.180694,81.129894
2026-09-05 23:59:23,Garbage,CRITICAL,0.92,16.18063,81.12989
2026-09-05 23:59:26,Garbage,CRITICAL,0.75,16.180196,81.12995
2026-09-05 23:59:27,Garbage,CRITICAL,0.75,16.18052,81.130185
2026-09-05 23:59:29,Garbage,CRITICAL,0.75,16.181333,81.130448
2026-09-05 23:59:30,Garbage,CRITICAL,0.74,16.180436,81.129999
2026-09-05 23:59:39,Garbage,CRITICAL,0.89,16.180567,81.129662
2026-09-06 00:03:56,Waterlogging,CRITICAL,0.86,16.181264,81.129617
2026-09-06 00:03:58,Waterlogging,CRITICAL,0.80,16.180259,81.130192
2026-09-06 00:03:59,Pothole,CRITICAL,0.75,16.180159,81.129622
2026-09-06 00:04:01,Garbage,CRITICAL,0.92,16.181051,81.130168
2026-09-06 00:04:02,Waterlogging,CRITICAL,0.94,16.180375,81.13033
2026-09-06 00:04:04,Garbage,CRITICAL,0.92,16.180848,81.130055
2026-09-06 00:04:05,Garbage,CRITICAL,0.92,16.180527,81.130055
2026-09-06 00:04:06,Garbage,CRITICAL,0.92,16.181696,81.130699
2026-09-06 00:04:08,Garbage,CRITICAL,0.92,16.181577,81.129719
2026-09-06 00:04:14,Waterlogging,CRITICAL,0.94,16.180747,81.130885
2026-09-06 00:04:15,Garbage,CRITICAL,0.92,16.18137,81.130516
2026-09-06 00:04:16,Waterlogging,CRITICAL,0.84,16.18145,81.130737
2026-09-06 00:04:18,Waterlogging,CRITICAL,0.80,16.180902,81.129648
2026-09-06 00:04:19,Garbage,CRITICAL,0.82,16.180753,81.130521
2026-09-06 00:04:21,Waterlogging,CRITICAL,0.78,16.1805,81.130004
2026-09-06 00:04:37,Garbage,CRITICAL,0.81,16.180966,81.129519
2026-09-06 00:04:39,Waterlogging,CRITICAL,0.94,16.180991,81.130627
2026-09-06 00:04:40,Garbage,CRITICAL,0.92,16.181116,81.130412
2026-09-06 00:04:42,Garbage,CRITICAL,0.92,16.180698,81.12986
2026-09-06 00:04:43,Garbage,CRITICAL,0.92,16.180411,81.13094
2026-09-06 00:04:44,Waterlogging,CRITICAL,0.78,16.181285,81.1308
2026-09-06 00:04:47,Garbage,CRITICAL,0.92,16.1817,81.129955
2026-09-06 00:04:49,Garbage,CRITICAL,0.92,16.180819,81.130326
2026-09-06 00:04:50,Waterlogging,CRITICAL,0.74,16.180627,81.130227
2026-09-06 00:04:52,Garbage,CRITICAL,0.92,16.180446,81.129592
2026-09-06 00:04:53,Garbage,CRITICAL,0.89,16.181158,81.129818
2026-09-06 00:04:55,Garbage,CRITICAL,0.92,16.180618,81.131017
2026-09-06 00:04:56,Garbage,CRITICAL,0.92,16.18093,81.13078
2026-09-06 00:04:57,Garbage,CRITICAL,0.92,16.18116,81.130182
2026-09-06 00:04:59,Garbage,CRITICAL,0.92,16.181338,81.130411
2026-09-06 00:05:00,Garbage,CRITICAL,0.92,16.180803,81.129501
2026-09-06 00:05:02,Waterlogging,CRITICAL,0.74,16.180653,81.130377
2026-09-06 00:05:17,Garbage,CRITICAL,0.92,16.180684,81.130252
2026-09-06 11:03:47,Waterlogging,CRITICAL,0.94,16.180393,81.13091
2026-09-06 11:03:47,Waterlogging,CRITICAL,0.92,16.180433,81.130244
2026-09-06 11:03:48,Waterlogging,CRITICAL,0.89,16.18015,81.130838
2026-09-06 11:03:49,Waterlogging,CRITICAL,0.92,16.18049,81.130691
2026-09-06 11:04:06,Pothole,MINOR,0.51,16.180977,81.130109
2026-09-06 11:04:07,Waterlogging,CRITICAL,0.94,16.18049,81.130201
2026-09-06 11:04:08,Waterlogging,CRITICAL,0.94,16.180558,81.131058
2026-09-06 11:04:09,Waterlogging,CRITICAL,0.94,16.180239,81.130224
2026-09-06 11:04:13,Pothole,MINOR,0.56,16.180563,81.130105
2026-09-06 11:04:14,Waterlogging,CRITICAL,0.94,16.180506,81.129896
2026-09-06 11:04:15,Pothole,MINOR,0.33,16.181296,81.130592
2026-09-06 11:04:16,Waterlogging,CRITICAL,0.94,16.180746,81.129756
2026-09-06 11:04:18,Waterlogging,CRITICAL,0.75,16.181061,81.129721
2026-09-06 11:04:20,Waterlogging,CRITICAL,0.85,16.181565,81.130597
2026-09-06 11:04:21,Waterlogging,CRITICAL,0.94,16.181437,81.130833
2026-09-06 11:04:23,Waterlogging,CRITICAL,0.94,16.18139,81.129652
2026-09-06 11:04:24,Waterlogging,CRITICAL,0.94,16.180881,81.129996
2026-09-06 11:04:27,Waterlogging,CRITICAL,0.78,16.180431,81.13018
2026-09-06 11:05:08,Waterlogging,CRITICAL,0.73,16.180405,81.129622
2026-09-06 11:05:14,Waterlogging,CRITICAL,0.82,16.180494,81.130858
2026-09-06 11:05:16,Waterlogging,CRITICAL,0.76,16.180483,81.129872
2026-09-06 11:05:17,Garbage,CRITICAL,0.92,16.181416,81.130154
2026-09-06 11:05:18,Waterlogging,CRITICAL,0.94,16.181358,81.130905
2026-09-06 11:05:21,Waterlogging,CRITICAL,0.94,16.180511,81.129839
2026-09-06 11:05:22,Waterlogging,CRITICAL,0.94,16.181384,81.130966
2026-09-06 11:05:24,Garbage,CRITICAL,0.92,16.18083,81.12996
2026-09-06 11:05:25,Garbage,CRITICAL,0.92,16.180921,81.129529
2026-09-06 11:05:26,Waterlogging,CRITICAL,0.94,16.181231,81.130747
2026-09-06 11:05:27,Waterlogging,CRITICAL,0.94,16.180306,81.130851
2026-09-06 11:05:29,Waterlogging,CRITICAL,0.94,16.180445,81.130915
2026-09-06 11:05:31,Waterlogging,CRITICAL,0.94,16.181258,81.130992
2026-09-06 11:05:32,Waterlogging,CRITICAL,0.94,16.180257,81.130858
2026-09-06 11:05:33,Waterlogging,CRITICAL,0.94,16.180586,81.130602
2026-09-06 11:05:34,Waterlogging,CRITICAL,0.94,16.180341,81.129723
2026-09-06 11:05:36,Waterlogging,CRITICAL,0.78,16.180964,81.130348
2026-09-06 11:05:37,Waterlogging,CRITICAL,0.94,16.180738,81.130142
2026-09-06 11:05:42,Waterlogging,CRITICAL,0.93,16.18023,81.131065
2026-09-06 11:05:43,Waterlogging,CRITICAL,0.94,16.180475,81.130162
2026-09-06 11:05:45,Waterlogging,CRITICAL,0.81,16.181325,81.130054
2026-09-06 11:05:46,Waterlogging,CRITICAL,0.81,16.181557,81.130968
2026-09-06 11:05:47,Waterlogging,CRITICAL,0.75,16.181188,81.130339
2026-09-06 11:05:48,Waterlogging,CRITICAL,0.74,16.180943,81.129849
2026-09-06 11:05:50,Waterlogging,CRITICAL,0.74,16.180819,81.130826
2026-09-06 11:05:51,Waterlogging,CRITICAL,0.74,16.181509,81.129668
2026-09-06 11:05:52,Waterlogging,CRITICAL,0.74,16.180337,81.130711
2026-09-06 11:05:53,Waterlogging,CRITICAL,0.74,16.180373,81.130197
2026-09-06 11:05:55,Waterlogging,CRITICAL,0.74,16.181418,81.130578
2026-09-06 11:05:56,Waterlogging,CRITICAL,0.74,16.180899,81.129648
2026-09-06 11:05:57,Waterlogging,CRITICAL,0.75,16.181125,81.131031
2026-09-06 11:05:58,Waterlogging,CRITICAL,0.75,16.181253,81.130254
2026-09-06 11:11:43,Waterlogging,CRITICAL,0.74,16.181204,81.130163
2026-09-06 11:11:44,Waterlogging,CRITICAL,0.81,16.181272,81.130805
2026-09-06 11:11:47,Waterlogging,CRITICAL,0.78,16.181646,81.129967
2026-09-06 11:11:48,Waterlogging,CRITICAL,0.94,16.180526,81.130112
2026-09-06 11:12:16,Waterlogging,CRITICAL,0.84,16.180531,81.130419
2026-09-06 11:12:17,Waterlogging,CRITICAL,0.94,16.181066,81.129964
2026-09-06 11:12:19,Pothole,CRITICAL,0.77,16.180948,81.129745
2026-09-06 11:12:20,Waterlogging,CRITICAL,0.94,16.181332,81.129612
2026-09-06 11:12:21,Garbage,CRITICAL,0.92,16.180822,81.130983
2026-09-06 11:12:22,Garbage,CRITICAL,0.92,16.180985,81.130817
2026-09-06 11:12:24,Garbage,CRITICAL,0.92,16.180709,81.130356
2026-09-06 11:12:25,Garbage,CRITICAL,0.92,16.180642,81.129908
2026-09-06 11:12:26,Garbage,CRITICAL,0.92,16.18089,81.129978
2026-09-06 11:12:27,Garbage,CRITICAL,0.92,16.181087,81.129873
2026-09-06 11:12:28,Waterlogging,CRITICAL,0.94,16.181166,81.129868
2026-09-06 11:12:30,Waterlogging,CRITICAL,0.94,16.180613,81.130524
2026-09-06 11:12:31,Waterlogging,CRITICAL,0.94,16.18067,81.130548
2026-09-06 11:12:32,Waterlogging,CRITICAL,0.94,16.180297,81.129766
2026-09-06 11:12:33,Garbage,CRITICAL,0.92,16.181546,81.130547
2026-09-06 11:12:35,Garbage,CRITICAL,0.92,16.181063,81.130279
2026-09-06 11:12:36,Waterlogging,CRITICAL,0.94,16.181681,81.130016
2026-09-06 11:12:37,Waterlogging,CRITICAL,0.94,16.181547,81.130871
2026-09-06 11:12:38,Waterlogging,CRITICAL,0.76,16.181347,81.130821
2026-09-06 11:12:40,Waterlogging,CRITICAL,0.78,16.181128,81.130056
2026-09-06 11:12:41,Waterlogging,CRITICAL,0.94,16.181256,81.130284
2026-09-06 11:12:43,Waterlogging,CRITICAL,0.94,16.181042,81.129731
2026-09-06 11:12:44,Waterlogging,CRITICAL,0.94,16.181305,81.130229
2026-09-06 11:12:46,Waterlogging,CRITICAL,0.78,16.180442,81.130798
2026-09-06 11:12:47,Garbage,CRITICAL,0.81,16.18119,81.130432
2026-09-06 11:12:48,Garbage,CRITICAL,0.79,16.180525,81.130531
2026-09-06 11:12:52,Waterlogging,CRITICAL,0.74,16.180858,81.131024
2026-09-06 11:12:53,Waterlogging,CRITICAL,0.77,16.18156,81.130476
2026-09-06 11:12:55,Waterlogging,CRITICAL,0.75,16.180988,81.130069
2026-09-06 11:12:56,Waterlogging,CRITICAL,0.73,16.180486,81.129874
2026-09-06 11:12:57,Garbage,CRITICAL,0.75,16.181226,81.130989
2026-09-06 11:12:58,Garbage,CRITICAL,0.76,16.180383,81.130833
2026-09-06 11:13:00,Waterlogging,CRITICAL,0.77,16.180312,81.12997
2026-09-06 11:13:01,Garbage,CRITICAL,0.75,16.181139,81.130874
2026-09-06 11:13:02,Garbage,CRITICAL,0.75,16.180558,81.130081
2026-09-06 11:13:03,Waterlogging,CRITICAL,0.75,16.181079,81.13042
2026-09-06 11:13:16,Waterlogging,CRITICAL,0.91,16.180256,81.130685
2026-09-06 11:13:17,Waterlogging,CRITICAL,0.89,16.181004,81.129587
2026-09-06 11:13:18,Waterlogging,CRITICAL,0.93,16.181151,81.130912
2026-09-06 11:13:20,Waterlogging,CRITICAL,0.94,16.181546,81.131074
2026-09-06 11:13:26,Garbage,CRITICAL,0.76,16.181308,81.130047
2026-09-06 11:15:15,Waterlogging,CRITICAL,0.84,16.18114,81.12996
2026-09-06 11:15:15,Waterlogging,CRITICAL,0.84,16.181291,81.130254
2026-09-06 11:15:17,Waterlogging,CRITICAL,0.94,16.181591,81.130709
2026-09-06 11:15:18,Garbage,CRITICAL,0.92,16.181284,81.130426
2026-09-06 11:15:19,Waterlogging,CRITICAL,0.94,16.181117,81.130172
2026-09-06 11:15:20,Waterlogging,CRITICAL,0.94,16.180849,81.130812
2026-09-06 11:15:22,Waterlogging,CRITICAL,0.94,16.180986,81.130929
2026-09-06 11:15:23,Waterlogging,CRITICAL,0.94,16.181516,81.130496
2026-09-06 11:15:24,Waterlogging,CRITICAL,0.94,16.181469,81.131066
2026-09-06 11:15:25,Waterlogging,CRITICAL,0.94,16.180876,81.131
2026-09-06 11:15:27,Waterlogging,CRITICAL,0.94,16.180385,81.129905
2026-09-06 11:15:28,Garbage,CRITICAL,0.92,16.180464,81.130861
2026-09-06 11:15:29,Waterlogging,CRITICAL,0.94,16.181516,81.129739
2026-09-06 11:15:30,Waterlogging,CRITICAL,0.94,16.180788,81.129672
2026-09-06 11:15:32,Garbage,CRITICAL,0.91,16.181403,81.130164
2026-09-06 11:15:33,Waterlogging,CRITICAL,0.94,16.181145,81.131036
2026-09-06 11:15:34,Pothole,CRITICAL,0.82,16.180585,81.129753
2026-09-06 11:15:35,Waterlogging,CRITICAL,0.84,16.181312,81.130903
2026-09-06 11:15:37,Waterlogging,CRITICAL,0.82,16.180147,81.129964
2026-09-06 11:15:38,Waterlogging,CRITICAL,0.83,16.181191,81.129866
2026-09-06 11:15:39,Waterlogging,CRITICAL,0.85,16.181368,81.130612
2026-09-06 11:15:41,Garbage,CRITICAL,0.74,16.180994,81.130306
2026-09-06 11:15:42,Garbage,CRITICAL,0.77,16.180877,81.130205
2026-09-06 11:15:44,Garbage,CRITICAL,0.77,16.180963,81.130547
2026-09-06 11:15:45,Waterlogging,CRITICAL,0.94,16.18049,81.13104
2026-09-06 11:15:46,Waterlogging,CRITICAL,0.84,16.180562,81.130804
2026-09-06 11:15:48,Waterlogging,CRITICAL,0.86,16.18165,81.129946
2026-09-06 11:15:49,Waterlogging,CRITICAL,0.76,16.181544,81.129701
2026-09-06 11:15:50,Waterlogging,CRITICAL,0.75,16.181212,81.12977
2026-09-06 11:15:51,Waterlogging,CRITICAL,0.76,16.180482,81.130932
2026-09-06 11:28:15,Waterlogging,CRITICAL,0.83,16.180937,81.130854
2026-09-06 11:28:18,Waterlogging,CRITICAL,0.74,16.181466,81.130065
2026-09-06 11:28:19,Pothole,CRITICAL,0.41,16.181079,81.130862
2026-09-06 11:28:21,Pothole,MODERATE,0.48,16.180911,81.131007
2026-09-06 11:28:22,Pothole,CRITICAL,0.78,16.180101,81.129985
2026-09-06 11:28:23,Waterlogging,CRITICAL,0.94,16.181044,81.130825
2026-09-06 11:28:24,Waterlogging,CRITICAL,0.94,16.180122,81.130575
2026-09-06 11:28:26,Waterlogging,CRITICAL,0.94,16.180524,81.129885
2026-09-06 11:28:28,Pothole,CRITICAL,0.71,16.180433,81.129914
2026-09-06 11:28:29,Waterlogging,CRITICAL,0.94,16.181482,81.129608
2026-09-06 11:28:30,Waterlogging,CRITICAL,0.94,16.180363,81.131087
2026-09-06 11:28:32,Waterlogging,CRITICAL,0.94,16.18126,81.129849
2026-09-06 11:28:33,Waterlogging,CRITICAL,0.94,16.180954,81.12991
2026-09-06 11:28:34,Garbage,CRITICAL,0.92,16.181015,81.130091
2026-09-06 11:28:35,Garbage,CRITICAL,0.92,16.180296,81.130931
2026-09-06 11:28:39,Waterlogging,CRITICAL,0.80,16.180372,81.130808
2026-09-06 11:28:40,Waterlogging,CRITICAL,0.76,16.181328,81.129832
2026-09-06 11:33:43,Waterlogging,CRITICAL,0.94,16.180972,81.12952
2026-09-06 11:33:44,Waterlogging,CRITICAL,0.94,16.181383,81.129962
2026-09-06 11:33:45,Waterlogging,CRITICAL,0.94,16.181655,81.130706
2026-09-06 11:33:46,Waterlogging,CRITICAL,0.94,16.180483,81.130491
2026-09-06 11:33:48,Waterlogging,CRITICAL,0.94,16.180638,81.130893
2026-09-06 11:33:49,Waterlogging,CRITICAL,0.93,16.18108,81.13009
2026-09-06 11:33:50,Waterlogging,CRITICAL,0.94,16.180367,81.130212
2026-09-06 11:33:51,Waterlogging,CRITICAL,0.94,16.181001,81.129794
2026-09-06 11:33:53,Waterlogging,CRITICAL,0.94,16.180812,81.130648
2026-09-06 11:33:54,Waterlogging,CRITICAL,0.94,16.180871,81.129967
2026-09-06 11:33:55,Waterlogging,CRITICAL,0.94,16.181123,81.130484
2026-09-06 11:33:56,Garbage,CRITICAL,0.92,16.18015,81.130582
2026-09-06 11:33:58,Garbage,CRITICAL,0.92,16.180226,81.12954
2026-09-06 11:33:59,Pothole,CRITICAL,0.73,16.18147,81.129946
2026-09-06 11:34:00,Garbage,CRITICAL,0.92,16.180624,81.130867
2026-09-06 11:34:01,Waterlogging,CRITICAL,0.94,16.180132,81.130532
2026-09-06 11:34:03,Waterlogging,CRITICAL,0.94,16.181046,81.130439
2026-09-06 11:34:04,Garbage,CRITICAL,0.92,16.180772,81.13063
2026-09-06 11:34:05,Garbage,CRITICAL,0.92,16.181485,81.130947
2026-09-06 11:55:34,Waterlogging,CRITICAL,0.94,16.181212,81.130999
2026-09-06 11:55:35,Waterlogging,CRITICAL,0.79,16.180861,81.130448
2026-09-06 11:55:36,Waterlogging,CRITICAL,0.78,16.181038,81.130212
2026-09-06 11:55:37,Waterlogging,CRITICAL,0.79,16.180847,81.130722
2026-09-06 11:55:38,Waterlogging,CRITICAL,0.78,16.180264,81.129921
2026-09-06 11:55:40,Waterlogging,CRITICAL,0.78,16.180785,81.131068
2026-09-06 11:55:41,Garbage,CRITICAL,0.74,16.180609,81.13087
2026-09-06 11:55:43,Pothole,MINOR,0.68,16.181061,81.13021
2026-09-06 11:55:44,Pothole,MINOR,0.41,16.181613,81.13072
2026-09-06 11:55:46,Pothole,CRITICAL,0.82,16.180337,81.130778
2026-09-06 11:55:47,Pothole,CRITICAL,0.75,16.18095,81.129609
2026-09-06 11:55:48,Pothole,CRITICAL,0.79,16.180823,81.130674
2026-09-06 11:55:49,Waterlogging,CRITICAL,0.94,16.180718,81.129711
2026-09-06 11:56:19,Waterlogging,CRITICAL,0.77,16.181498,81.130105
2026-09-06 12:08:25,Waterlogging,CRITICAL,0.80,16.180827,81.12963
2026-09-06 12:08:26,Waterlogging,CRITICAL,0.94,16.180453,81.130236
2026-09-06 12:08:28,Waterlogging,CRITICAL,0.83,16.181239,81.129659
2026-09-06 12:08:29,Waterlogging,CRITICAL,0.94,16.181292,81.130737
2026-09-06 12:08:30,Waterlogging,CRITICAL,0.94,16.180283,81.130443
2026-09-06 12:08:31,Waterlogging,CRITICAL,0.94,16.181382,81.129837
2026-09-06 12:08:33,Waterlogging,CRITICAL,0.94,16.18126,81.130172
2026-09-06 12:08:34,Waterlogging,CRITICAL,0.94,16.180766,81.129987
2026-09-06 12:08:35,Garbage,CRITICAL,0.79,16.180561,81.130494
2026-09-06 12:08:40,Waterlogging,CRITICAL,0.88,16.180241,81.130372
2026-09-06 12:08:42,Waterlogging,CRITICAL,0.77,16.180561,81.129515
2026-09-06 12:08:56,Waterlogging,CRITICAL,0.83,16.18162,81.130671
2026-09-06 12:09:01,Waterlogging,CRITICAL,0.83,16.181211,81.130035
2026-09-06 12:09:04,Waterlogging,CRITICAL,0.81,16.18022,81.129509
2026-09-06 12:09:07,Waterlogging,CRITICAL,0.91,16.181584,81.130763
2026-09-06 12:09:10,Waterlogging,CRITICAL,0.81,16.181097,81.131097
